# unix_time, cycles_done, cur_path, paths_total, pending_total, pending_favs, map_size, unique_crashes, unique_hangs, max_depth, execs_per_sec
1614266032, 0, 0, 1, 1, 1, 4.79%, 0, 0, 1, 18.52
1614266037, 0, 0, 89, 89, 1, 5.36%, 0, 0, 2, 18.52
1614266043, 0, 0, 172, 171, 0, 5.79%, 0, 0, 2, 18.60
1614266048, 0, 9, 195, 189, 89, 5.91%, 0, 0, 3, 18.64
1614266053, 0, 20, 212, 201, 88, 6.06%, 0, 0, 3, 19.06
1614266058, 0, 28, 234, 220, 96, 6.12%, 0, 0, 3, 24.05
1614266063, 0, 39, 263, 247, 95, 6.23%, 0, 0, 3, 45.62
1614266068, 0, 43, 291, 274, 105, 6.29%, 0, 0, 3, 818.97
1614266073, 0, 50, 327, 306, 111, 6.48%, 2, 0, 3, 21.58
1614266079, 0, 59, 358, 335, 127, 6.73%, 2, 0, 3, 694.29
1614266084, 0, 68, 396, 369, 125, 6.78%, 2, 0, 3, 201.75
1614266089, 0, 99, 422, 386, 120, 6.81%, 3, 0, 3, 885.17
1614266094, 0, 114, 443, 405, 129, 6.84%, 3, 0, 3, 18.94
1614266099, 0, 119, 459, 419, 129, 6.87%, 4, 0, 3, 284.16
1614266104, 0, 119, 475, 434, 128, 6.87%, 4, 0, 3, 18.65
1614266110, 0, 134, 487, 441, 126, 6.88%, 4, 0, 3, 18.67
1614266115, 0, 151, 505, 454, 125, 6.94%, 4, 0, 3, 18.69
1614266120, 0, 162, 525, 473, 125, 6.96%, 5, 0, 3, 18.52
1614266125, 0, 166, 543, 487, 126, 6.98%, 6, 0, 3, 18.65
1614266130, 0, 202, 557, 490, 119, 7.01%, 7, 0, 4, 18.65
1614266136, 0, 212, 577, 505, 115, 7.02%, 8, 0, 4, 69.11
1614266141, 0, 228, 603, 526, 118, 7.05%, 9, 0, 4, 1248.75
1614266146, 0, 263, 639, 552, 119, 7.07%, 11, 0, 4, 1913.80
1614266151, 0, 313, 658, 558, 110, 7.09%, 12, 0, 4, 2880.00
1614266156, 0, 327, 668, 560, 102, 7.09%, 12, 0, 4, 28.37
1614266161, 0, 333, 682, 570, 102, 7.09%, 12, 0, 4, 18.69
1614266167, 0, 373, 695, 574, 96, 7.10%, 13, 0, 4, 1951.66
1614266172, 0, 421, 715, 580, 88, 7.13%, 13, 0, 4, 1337.34
1614266177, 0, 496, 733, 585, 83, 7.15%, 13, 0, 4, 1025.31
1614266183, 0, 530, 753, 595, 73, 7.16%, 13, 0, 4, 71.57
1614266188, 0, 566, 767, 595, 63, 7.17%, 13, 0, 5, 1917.49
1614266193, 0, 597, 799, 618, 67, 7.28%, 13, 0, 5, 710.26
1614266199, 0, 625, 843, 652, 73, 7.30%, 14, 0, 5, 83.33
1614266204, 0, 653, 857, 657, 69, 7.34%, 14, 0, 5, 21.75
1614266209, 0, 697, 875, 664, 68, 7.36%, 14, 0, 5, 317.46
1614266214, 0, 712, 889, 675, 66, 7.36%, 15, 0, 5, 21.76
1614266220, 0, 737, 912, 690, 68, 7.37%, 16, 0, 5, 13.07
1614266225, 0, 770, 951, 718, 64, 7.38%, 16, 0, 6, 1299.19
1614266230, 0, 789, 972, 726, 62, 7.40%, 17, 0, 6, 1368.60
1614266235, 0, 803, 985, 730, 54, 7.42%, 17, 0, 6, 2217.58
1614266240, 0, 853, 1002, 738, 46, 7.42%, 17, 0, 6, 214.29
1614266245, 0, 935, 1021, 741, 36, 7.42%, 18, 0, 6, 2557.47
1614266250, 0, 974, 1040, 745, 27, 7.46%, 18, 0, 7, 2606.72
1614266255, 0, 1019, 1067, 758, 20, 7.47%, 18, 0, 7, 1645.55
1614266260, 0, 1044, 1090, 771, 15, 7.48%, 18, 0, 8, 1781.08
1614266266, 0, 1083, 1109, 780, 15, 7.48%, 18, 0, 9, 625.71
1614266271, 0, 1095, 1122, 787, 18, 7.49%, 19, 0, 9, 13.07
1614266276, 0, 1116, 1141, 797, 15, 7.49%, 20, 0, 10, 1663.03
1614266281, 1, 248, 1158, 803, 7, 7.50%, 20, 0, 12, 2032.14
1614266286, 1, 1049, 1183, 815, 3, 7.51%, 20, 0, 12, 1340.81
1614266291, 1, 1186, 1194, 817, 8, 7.51%, 21, 0, 12, 2098.03
1614266296, 1, 1203, 1211, 827, 5, 7.53%, 21, 0, 12, 1145.00
1614266301, 2, 44, 1230, 836, 2, 7.57%, 22, 0, 15, 389.16
1614266306, 2, 948, 1236, 831, 3, 7.57%, 22, 0, 15, 1216.92
1614266313, 2, 1241, 1250, 836, 6, 7.57%, 22, 1, 15, 100.85
1614266318, 2, 1248, 1274, 855, 6, 7.58%, 23, 1, 16, 260.61
1614266323, 2, 1278, 1292, 865, 2, 7.58%, 24, 1, 17, 2246.49
1614266328, 2, 1308, 1311, 877, 2, 7.59%, 24, 1, 21, 2302.62
1614266333, 3, 10, 1324, 883, 0, 7.59%, 27, 1, 24, 2282.58
1614266338, 3, 768, 1327, 876, 1, 7.60%, 28, 1, 24, 1431.71
1614266343, 3, 1332, 1337, 881, 2, 7.60%, 28, 2, 24, 1682.74
1614266349, 3, 1350, 1358, 898, 1, 7.62%, 28, 3, 24, 171.64
1614266354, 3, 1367, 1370, 906, 2, 7.67%, 28, 4, 25, 1652.13
1614266359, 4, 1057, 1380, 903, 2, 7.68%, 28, 4, 28, 2098.65
1614266364, 5, 1081, 1383, 897, 1, 7.68%, 29, 4, 28, 2070.38
1614266369, 5, 1357, 1395, 903, 4, 7.68%, 29, 4, 28, 2293.96
1614266375, 5, 1397, 1399, 901, 0, 7.68%, 30, 5, 29, 2375.00
1614266380, 6, 63, 1401, 894, 0, 7.68%, 31, 5, 29, 3205.00
1614266385, 6, 870, 1405, 887, 1, 7.69%, 31, 5, 29, 982.82
1614266390, 7, 28, 1407, 884, 0, 7.69%, 32, 5, 29, 857.19
1614266395, 7, 1043, 1409, 876, 1, 7.69%, 32, 5, 29, 1180.07
1614266400, 7, 1413, 1422, 885, 2, 7.69%, 32, 5, 29, 2807.77
1614266406, 8, 1142, 1429, 887, 2, 7.69%, 32, 5, 29, 1412.25
1614266411, 8, 1434, 1435, 888, 1, 7.70%, 32, 5, 29, 2070.48
1614266416, 9, 389, 1437, 884, 1, 7.70%, 33, 5, 29, 2200.31
1614266421, 9, 1298, 1440, 879, 1, 7.70%, 33, 6, 29, 1113.52
1614266426, 9, 1455, 1461, 891, 0, 7.70%, 33, 6, 29, 2261.86
1614266431, 10, 1251, 1465, 885, 1, 7.70%, 33, 6, 29, 2058.57
1614266436, 10, 1469, 1472, 890, 1, 7.70%, 34, 6, 29, 2196.39
1614266442, 11, 63, 1477, 889, 0, 7.70%, 34, 6, 29, 319.25
1614266447, 11, 120, 1479, 882, 0, 7.70%, 34, 6, 29, 1560.24
1614266452, 11, 809, 1481, 873, 1, 7.71%, 34, 6, 29, 1812.71
1614266457, 11, 1484, 1487, 871, 0, 7.71%, 34, 6, 29, 1528.79
1614266462, 11, 1489, 1495, 877, 1, 7.71%, 34, 6, 29, 631.62
1614266467, 12, 13, 1500, 879, 0, 7.71%, 34, 6, 31, 2480.48
1614266472, 12, 615, 1503, 877, 1, 7.73%, 34, 6, 31, 1556.76
1614266478, 12, 1330, 1508, 876, 3, 7.73%, 35, 6, 31, 63.02
1614266483, 12, 1509, 1512, 876, 1, 7.73%, 35, 6, 32, 56.80
1614266488, 12, 1519, 1523, 884, 1, 7.73%, 35, 6, 34, 2150.11
1614266494, 12, 1525, 1527, 886, 0, 7.73%, 35, 7, 35, 31.81
1614266499, 13, 9, 1532, 888, 0, 7.73%, 35, 7, 36, 1681.79
1614266504, 13, 86, 1532, 884, 0, 7.73%, 35, 7, 36, 1616.22
1614266509, 13, 172, 1532, 879, 0, 7.73%, 35, 7, 36, 2290.99
1614266514, 13, 231, 1532, 868, 0, 7.73%, 35, 7, 36, 774.26
1614266519, 13, 1282, 1541, 870, 1, 7.73%, 35, 7, 36, 2190.34
1614266524, 13, 1546, 1550, 873, 0, 7.73%, 36, 7, 36, 1819.37
1614266530, 14, 50, 1551, 869, 0, 7.73%, 36, 7, 36, 1642.60
1614266535, 14, 118, 1555, 868, 0, 7.73%, 36, 7, 36, 310.65
1614266540, 14, 175, 1557, 866, 0, 7.73%, 36, 7, 36, 1448.70
1614266545, 14, 228, 1560, 861, 0, 7.73%, 36, 7, 36, 2255.00
1614266550, 14, 308, 1562, 854, 0, 7.73%, 36, 7, 36, 1671.43
1614266555, 14, 392, 1563, 851, 0, 7.73%, 36, 7, 36, 1205.59
1614266560, 14, 453, 1563, 841, 0, 7.73%, 36, 7, 36, 1351.95
1614266565, 14, 529, 1565, 835, 0, 7.73%, 36, 7, 36, 1354.21
1614266570, 14, 847, 1567, 834, 1, 7.74%, 36, 7, 36, 888.84
1614266576, 14, 1565, 1573, 832, 3, 7.74%, 36, 7, 37, 2322.53
1614266581, 14, 1579, 1584, 837, 2, 7.76%, 38, 7, 37, 926.57
1614266586, 15, 19, 1594, 841, 0, 7.78%, 40, 7, 37, 1754.08
1614266591, 15, 127, 1595, 835, 0, 7.78%, 41, 7, 37, 1767.02
1614266596, 15, 193, 1597, 833, 0, 7.78%, 41, 7, 37, 1603.28
1614266601, 15, 265, 1598, 825, 0, 7.78%, 41, 7, 37, 1436.87
1614266607, 15, 1598, 1602, 823, 3, 7.78%, 41, 7, 37, 2513.20
1614266612, 16, 431, 1610, 822, 1, 7.78%, 41, 7, 37, 2456.93
1614266617, 16, 1056, 1615, 819, 1, 7.79%, 41, 7, 37, 1156.49
1614266622, 17, 24, 1620, 817, 0, 7.79%, 41, 7, 37, 1952.75
1614266627, 17, 1431, 1623, 817, 2, 7.79%, 41, 7, 37, 1916.74
1614266632, 18, 50, 1629, 820, 0, 7.82%, 41, 7, 37, 1446.64
1614266637, 18, 1229, 1642, 826, 3, 7.82%, 41, 7, 37, 768.56
1614266642, 18, 1432, 1653, 834, 3, 7.82%, 41, 7, 37, 2298.04
1614266647, 18, 1639, 1658, 833, 3, 7.82%, 41, 7, 37, 2448.68
1614266653, 19, 14, 1660, 831, 0, 7.82%, 41, 7, 37, 109.73
1614266658, 19, 109, 1663, 829, 0, 7.82%, 41, 7, 37, 1432.07
1614266663, 19, 187, 1667, 830, 0, 7.82%, 41, 7, 37, 1538.34
1614266668, 19, 1293, 1671, 827, 2, 7.82%, 41, 7, 37, 1702.76
1614266673, 19, 1669, 1681, 834, 0, 7.85%, 41, 7, 37, 2335.72
1614266679, 19, 1682, 1690, 840, 3, 7.87%, 41, 7, 37, 2250.27
1614266684, 19, 1701, 1714, 859, 1, 7.87%, 41, 7, 37, 2045.59
1614266689, 20, 215, 1729, 865, 1, 7.88%, 42, 7, 37, 2520.89
1614266694, 20, 1413, 1731, 862, 1, 7.88%, 42, 7, 37, 2123.77
1614266699, 20, 1732, 1734, 862, 1, 7.88%, 42, 7, 37, 1595.00
1614266704, 20, 1734, 1748, 875, 2, 7.88%, 42, 7, 37, 1093.76
1614266709, 20, 1754, 1760, 885, 2, 7.88%, 42, 7, 37, 1050.67
1614266714, 20, 1762, 1765, 887, 0, 7.88%, 42, 7, 37, 1132.42
1614266719, 20, 1765, 1769, 890, 1, 7.88%, 42, 7, 37, 557.49
1614266724, 20, 1769, 1770, 890, 0, 7.88%, 42, 7, 37, 653.69
1614266729, 20, 1770, 1775, 894, 1, 7.89%, 42, 7, 37, 667.74
1614266735, 20, 1771, 1775, 893, 0, 7.89%, 42, 7, 37, 355.74
1614266740, 20, 1771, 1782, 900, 0, 7.89%, 42, 7, 37, 235.60
1614266745, 20, 1777, 1784, 900, 0, 7.89%, 42, 7, 37, 291.69
1614266750, 20, 1777, 1787, 903, 0, 7.89%, 42, 7, 37, 333.19
1614266755, 20, 1785, 1787, 901, 0, 7.89%, 42, 7, 37, 266.48
1614266760, 20, 1785, 1789, 903, 0, 7.89%, 42, 7, 37, 285.35
1614266765, 20, 1787, 1791, 904, 0, 7.89%, 42, 7, 37, 291.73
1614266770, 21, 84, 1793, 905, 0, 7.89%, 42, 7, 37, 1740.59
1614266775, 21, 170, 1794, 903, 0, 7.89%, 42, 7, 37, 1935.14
1614266781, 21, 250, 1799, 905, 0, 7.89%, 42, 7, 37, 2137.87
1614266786, 21, 1304, 1803, 898, 2, 7.89%, 42, 7, 37, 2082.18
1614266791, 21, 1593, 1807, 898, 3, 7.89%, 42, 7, 37, 316.60
1614266796, 21, 1778, 1807, 896, 3, 7.89%, 42, 7, 37, 448.28
1614266801, 21, 1803, 1807, 893, 1, 7.89%, 42, 7, 37, 1948.67
1614266806, 21, 1804, 1809, 894, 0, 7.89%, 42, 7, 37, 12.26
1614266811, 22, 14, 1809, 893, 0, 7.89%, 42, 7, 37, 2215.10
1614266816, 22, 273, 1812, 894, 1, 7.89%, 42, 7, 37, 1753.36
1614266821, 22, 1646, 1814, 890, 1, 7.89%, 42, 7, 37, 1506.29
1614266827, 22, 1811, 1816, 889, 1, 7.89%, 42, 7, 37, 1876.14
1614266832, 23, 62, 1825, 895, 0, 7.89%, 42, 7, 37, 1703.89
1614266837, 23, 175, 1830, 899, 0, 7.89%, 42, 7, 37, 1490.81
1614266842, 23, 1254, 1832, 898, 2, 7.89%, 42, 7, 37, 1488.01
1614266847, 23, 1831, 1834, 895, 2, 7.89%, 43, 7, 37, 1012.71
1614266852, 24, 13, 1842, 898, 0, 7.91%, 43, 7, 37, 1807.24
1614266857, 24, 134, 1843, 898, 0, 7.91%, 43, 7, 37, 1822.42
1614266862, 24, 217, 1845, 898, 0, 7.91%, 43, 7, 37, 1665.75
1614266868, 24, 1557, 1848, 897, 1, 7.91%, 43, 7, 37, 1880.40
1614266873, 24, 1847, 1851, 897, 1, 7.91%, 43, 7, 37, 1957.10
1614266878, 25, 130, 1851, 896, 0, 7.91%, 43, 7, 37, 1784.87
1614266883, 25, 206, 1851, 892, 0, 7.91%, 43, 7, 37, 1581.75
1614266888, 25, 316, 1852, 887, 0, 7.91%, 43, 7, 37, 1572.62
1614266893, 25, 388, 1853, 879, 0, 7.91%, 43, 7, 37, 1414.57
1614266898, 25, 456, 1855, 872, 0, 7.91%, 43, 7, 37, 1526.24
1614266903, 25, 510, 1855, 863, 0, 7.91%, 43, 7, 37, 1186.09
1614266908, 25, 735, 1857, 860, 1, 7.91%, 43, 7, 37, 2537.83
1614266913, 25, 1690, 1857, 857, 1, 7.91%, 43, 7, 37, 1689.40
1614266919, 26, 68, 1857, 855, 0, 7.91%, 43, 7, 37, 1012.38
1614266924, 26, 166, 1857, 852, 0, 7.91%, 43, 7, 37, 1247.24
1614266929, 26, 255, 1857, 850, 0, 7.91%, 43, 7, 37, 1557.34
1614266934, 26, 338, 1859, 848, 0, 7.91%, 43, 7, 37, 474.88
1614266939, 26, 416, 1861, 840, 0, 7.91%, 43, 7, 37, 1769.07
1614266944, 26, 1422, 1863, 835, 2, 7.93%, 43, 7, 37, 2735.52
1614266949, 26, 1864, 1866, 835, 0, 7.93%, 43, 7, 37, 855.76
1614266954, 27, 114, 1868, 836, 0, 7.93%, 43, 7, 37, 1338.09
1614266959, 27, 186, 1868, 836, 0, 7.93%, 43, 7, 37, 1579.34
1614266965, 27, 292, 1870, 837, 0, 7.93%, 43, 7, 37, 854.97
1614266970, 27, 1207, 1874, 835, 1, 7.93%, 43, 7, 37, 1161.60
1614266975, 28, 6, 1874, 831, 0, 7.93%, 43, 7, 37, 1556.89
1614266980, 28, 120, 1875, 832, 0, 7.93%, 43, 7, 37, 375.00
1614266985, 28, 213, 1877, 834, 0, 7.93%, 43, 7, 37, 1902.93
1614266990, 28, 325, 1878, 831, 0, 7.93%, 43, 7, 37, 1799.95
1614266995, 28, 390, 1879, 828, 0, 7.93%, 43, 7, 37, 1355.69
1614267000, 28, 470, 1879, 824, 0, 7.93%, 43, 7, 37, 1166.07
1614267005, 28, 546, 1880, 819, 0, 7.93%, 43, 7, 37, 237.45
1614267011, 28, 1698, 1886, 821, 2, 7.94%, 43, 7, 37, 1895.34
1614267016, 28, 1885, 1887, 818, 1, 7.94%, 43, 7, 37, 1354.42
1614267021, 28, 1892, 1900, 829, 3, 8.19%, 43, 7, 37, 1041.75
1614267026, 28, 1901, 1919, 846, 7, 8.22%, 43, 7, 37, 1204.30
1614267031, 28, 1913, 1929, 854, 5, 8.23%, 43, 7, 37, 1548.40
1614267036, 28, 1923, 1947, 870, 7, 8.23%, 43, 7, 37, 1670.63
1614267041, 28, 1929, 1953, 873, 6, 8.23%, 43, 7, 37, 2068.81
1614267047, 28, 1934, 1954, 871, 4, 8.23%, 43, 7, 37, 1841.50
1614267052, 28, 1951, 1957, 872, 3, 8.23%, 43, 7, 37, 1664.77
1614267057, 28, 1954, 1962, 875, 3, 8.23%, 43, 7, 37, 1505.65
1614267062, 28, 1971, 1999, 909, 7, 8.24%, 43, 7, 37, 1662.77
1614267067, 28, 1991, 2022, 928, 7, 8.25%, 43, 7, 37, 1803.87
1614267072, 28, 2019, 2038, 940, 8, 8.25%, 43, 7, 37, 1903.19
1614267077, 28, 2034, 2053, 950, 6, 8.25%, 43, 7, 37, 286.34
1614267082, 28, 2051, 2064, 955, 10, 8.26%, 43, 7, 37, 1935.39
1614267087, 28, 2065, 2074, 958, 5, 8.26%, 43, 7, 37, 2307.65
1614267092, 29, 22, 2086, 964, 2, 8.26%, 43, 7, 37, 2095.78
1614267097, 29, 1280, 2088, 959, 2, 8.26%, 43, 7, 37, 1591.87
1614267103, 29, 1406, 2091, 958, 2, 8.26%, 43, 7, 37, 12.72
1614267108, 29, 1493, 2092, 958, 2, 8.26%, 43, 7, 37, 896.34
1614267113, 29, 1755, 2093, 957, 2, 8.26%, 43, 7, 37, 527.71
1614267118, 29, 1923, 2096, 956, 2, 8.26%, 43, 7, 37, 1446.55
1614267123, 29, 2096, 2108, 965, 3, 8.27%, 43, 7, 37, 1696.39
1614267128, 29, 2112, 2127, 980, 4, 8.27%, 43, 7, 37, 2062.64
1614267134, 29, 2126, 2137, 987, 2, 8.27%, 43, 7, 37, 1701.69
1614267139, 30, 13, 2147, 993, 0, 8.27%, 43, 7, 37, 2050.33
1614267144, 30, 163, 2147, 991, 0, 8.27%, 43, 7, 37, 1841.53
1614267149, 30, 267, 2147, 991, 0, 8.27%, 43, 7, 37, 2465.96
1614267154, 30, 340, 2149, 991, 0, 8.27%, 43, 7, 37, 1018.36
1614267159, 30, 472, 2150, 987, 0, 8.27%, 43, 7, 37, 1311.92
1614267165, 30, 552, 2152, 985, 0, 8.27%, 43, 7, 37, 1467.36
1614267170, 30, 600, 2153, 976, 2, 8.27%, 43, 7, 37, 1163.06
1614267175, 30, 1094, 2155, 971, 2, 8.27%, 43, 7, 37, 881.76
1614267180, 30, 1640, 2160, 972, 2, 8.27%, 43, 7, 37, 1107.21
1614267185, 30, 2016, 2160, 969, 2, 8.27%, 43, 7, 37, 1182.42
1614267190, 30, 2166, 2171, 976, 3, 8.27%, 43, 7, 37, 1714.74
1614267195, 31, 628, 2173, 972, 1, 8.27%, 43, 7, 37, 1571.18
1614267200, 31, 1781, 2176, 972, 1, 8.27%, 43, 7, 37, 169.46
1614267206, 31, 1781, 2177, 973, 1, 8.27%, 43, 7, 37, 182.63
1614267211, 31, 2022, 2178, 970, 0, 8.27%, 44, 7, 37, 1690.23
1614267216, 31, 2145, 2185, 975, 1, 8.27%, 44, 7, 37, 1608.15
1614267221, 32, 14, 2186, 972, 0, 8.27%, 44, 7, 37, 2033.82
1614267226, 32, 148, 2186, 972, 0, 8.27%, 44, 7, 37, 2190.28
1614267231, 32, 250, 2187, 973, 0, 8.27%, 44, 7, 37, 2095.73
1614267236, 32, 372, 2188, 972, 0, 8.27%, 44, 7, 37, 1458.10
1614267242, 32, 476, 2188, 969, 0, 8.27%, 44, 7, 37, 1514.96
1614267247, 32, 1406, 2192, 967, 1, 8.27%, 44, 7, 37, 13.00
1614267252, 32, 1768, 2192, 965, 1, 8.27%, 44, 7, 37, 1129.74
1614267257, 32, 1788, 2192, 964, 1, 8.27%, 44, 7, 37, 752.79
1614267262, 32, 2061, 2192, 960, 1, 8.27%, 44, 7, 37, 1413.69
1614267267, 32, 2203, 2217, 979, 0, 8.27%, 44, 7, 37, 1200.10
1614267272, 32, 2226, 2227, 985, 1, 8.28%, 44, 7, 37, 1492.53
1614267277, 33, 134, 2228, 985, 0, 8.28%, 44, 7, 37, 1737.36
1614267282, 33, 242, 2232, 989, 0, 8.28%, 44, 7, 37, 1803.05
1614267287, 33, 331, 2234, 991, 0, 8.28%, 44, 7, 37, 1428.31
1614267292, 33, 454, 2236, 992, 0, 8.28%, 44, 7, 37, 1943.27
1614267298, 33, 519, 2239, 988, 0, 8.28%, 44, 7, 37, 1386.81
1614267303, 33, 605, 2239, 984, 0, 8.28%, 44, 7, 37, 197.75
1614267308, 33, 672, 2240, 978, 0, 8.28%, 44, 7, 37, 283.90
1614267313, 33, 784, 2241, 970, 0, 8.28%, 44, 7, 37, 1954.51
1614267318, 33, 853, 2242, 965, 0, 8.28%, 44, 7, 37, 1826.71
1614267323, 33, 1790, 2243, 961, 1, 8.28%, 44, 7, 37, 1963.89
1614267328, 33, 2168, 2245, 961, 2, 8.28%, 44, 7, 37, 1900.43
1614267333, 34, 28, 2245, 958, 0, 8.28%, 44, 7, 37, 273.50
1614267339, 34, 142, 2246, 959, 0, 8.28%, 44, 7, 37, 1846.38
1614267344, 34, 230, 2254, 966, 0, 8.28%, 44, 7, 37, 1901.65
1614267349, 34, 1310, 2257, 965, 2, 8.29%, 44, 7, 37, 1681.16
1614267354, 34, 1853, 2261, 965, 3, 8.29%, 44, 7, 37, 374.09
1614267359, 34, 1936, 2261, 964, 3, 8.29%, 44, 7, 37, 1604.47
1614267364, 35, 12, 2261, 959, 0, 8.29%, 44, 7, 37, 2687.24
1614267369, 35, 124, 2264, 962, 0, 8.29%, 44, 7, 37, 2007.60
1614267374, 35, 214, 2266, 964, 0, 8.29%, 44, 7, 37, 1995.37
1614267379, 35, 313, 2267, 963, 0, 8.29%, 44, 7, 37, 2437.09
1614267384, 35, 463, 2267, 963, 0, 8.29%, 45, 7, 37, 1815.17
1614267390, 35, 562, 2268, 958, 0, 8.29%, 45, 7, 37, 1625.81
1614267395, 35, 611, 2271, 957, 0, 8.29%, 46, 7, 37, 1952.35
1614267400, 35, 653, 2271, 950, 0, 8.29%, 46, 7, 37, 8.49
1614267405, 35, 716, 2272, 945, 0, 8.29%, 46, 7, 37, 2175.92
1614267410, 35, 794, 2274, 941, 0, 8.29%, 46, 7, 37, 2050.48
1614267415, 35, 856, 2282, 941, 0, 8.29%, 46, 7, 37, 1753.66
1614267420, 35, 918, 2285, 934, 0, 8.29%, 46, 7, 37, 1675.96
1614267425, 35, 969, 2286, 926, 0, 8.29%, 46, 7, 37, 991.30
1614267430, 35, 1042, 2287, 920, 0, 8.29%, 46, 7, 37, 1586.55
1614267435, 35, 1100, 2287, 913, 0, 8.29%, 46, 7, 37, 1967.86
1614267440, 35, 1126, 2291, 912, 0, 8.29%, 46, 7, 37, 1753.00
1614267446, 35, 1167, 2293, 906, 0, 8.29%, 46, 7, 37, 1577.80
1614267451, 35, 1428, 2300, 908, 1, 8.29%, 46, 7, 37, 763.93
1614267456, 35, 1757, 2301, 908, 2, 8.29%, 46, 7, 37, 384.51
1614267461, 35, 1774, 2301, 907, 2, 8.29%, 46, 7, 37, 2478.52
1614267466, 35, 1844, 2301, 905, 2, 8.29%, 46, 7, 37, 191.21
1614267471, 35, 2123, 2301, 903, 2, 8.29%, 46, 7, 37, 1505.31
1614267476, 36, 50, 2303, 900, 0, 8.29%, 46, 7, 37, 1708.17
1614267481, 36, 163, 2303, 900, 0, 8.29%, 46, 7, 37, 1757.16
1614267486, 36, 253, 2304, 900, 0, 8.29%, 46, 7, 37, 1549.97
1614267492, 36, 338, 2311, 907, 0, 8.29%, 46, 7, 37, 801.48
1614267497, 36, 450, 2311, 906, 0, 8.29%, 46, 8, 37, 1663.47
1614267502, 36, 562, 2312, 905, 0, 8.29%, 46, 8, 37, 2145.65
1614267507, 36, 677, 2312, 899, 0, 8.29%, 46, 8, 37, 1817.29
1614267512, 36, 761, 2313, 892, 0, 8.29%, 46, 8, 37, 1526.29
1614267517, 36, 1334, 2317, 894, 2, 8.29%, 46, 8, 37, 239.81
1614267523, 36, 1696, 2319, 893, 2, 8.29%, 46, 8, 37, 1376.28
1614267528, 36, 1890, 2320, 892, 3, 8.29%, 46, 8, 37, 1254.74
1614267533, 36, 2311, 2321, 889, 3, 8.29%, 46, 8, 37, 1499.18
1614267538, 36, 2324, 2325, 887, 0, 8.29%, 46, 8, 37, 2032.43
1614267543, 37, 6, 2331, 890, 0, 8.29%, 46, 8, 37, 1638.01
1614267548, 37, 134, 2333, 892, 0, 8.29%, 46, 8, 37, 2551.59
1614267553, 37, 217, 2333, 891, 0, 8.29%, 46, 8, 37, 551.72
1614267558, 37, 323, 2333, 891, 0, 8.29%, 46, 8, 37, 343.79
1614267563, 37, 436, 2334, 890, 0, 8.29%, 47, 8, 37, 1126.75
1614267568, 37, 559, 2336, 891, 0, 8.29%, 47, 8, 37, 1638.83
1614267573, 37, 589, 2337, 891, 0, 8.29%, 47, 8, 37, 10.36
1614267579, 37, 649, 2338, 887, 0, 8.29%, 47, 8, 37, 1387.16
1614267584, 37, 1433, 2340, 881, 1, 8.29%, 47, 8, 37, 2070.83
1614267589, 37, 1794, 2340, 879, 1, 8.29%, 47, 8, 37, 992.31
1614267594, 37, 1935, 2340, 878, 1, 8.29%, 47, 8, 37, 586.83
1614267599, 37, 2269, 2341, 876, 2, 8.30%, 48, 8, 37, 1900.74
1614267604, 38, 14, 2342, 874, 0, 8.30%, 48, 8, 37, 2386.25
1614267609, 38, 170, 2344, 876, 0, 8.30%, 48, 8, 37, 2074.93
1614267614, 38, 277, 2345, 877, 0, 8.30%, 48, 8, 37, 2404.24
1614267620, 38, 385, 2345, 875, 0, 8.30%, 48, 8, 37, 110.49
1614267625, 38, 458, 2346, 874, 0, 8.30%, 48, 8, 37, 26.93
1614267630, 38, 593, 2347, 874, 0, 8.30%, 48, 8, 37, 1677.76
1614267635, 38, 1893, 2349, 871, 1, 8.30%, 48, 8, 37, 1464.79
1614267640, 38, 1996, 2349, 869, 1, 8.30%, 48, 8, 37, 1452.23
1614267645, 38, 2350, 2351, 867, 0, 8.30%, 48, 8, 37, 400.25
1614267650, 38, 2350, 2353, 869, 0, 8.30%, 48, 8, 37, 451.97
1614267655, 38, 2352, 2354, 869, 0, 8.30%, 48, 8, 37, 465.47
1614267660, 39, 114, 2357, 871, 0, 8.30%, 48, 8, 37, 1403.14
1614267665, 39, 610, 2359, 873, 1, 8.31%, 48, 8, 37, 1762.30
1614267671, 39, 1374, 2360, 869, 1, 8.31%, 48, 8, 37, 2146.04
1614267676, 39, 1794, 2362, 869, 3, 8.33%, 48, 8, 37, 432.03
1614267681, 39, 2306, 2363, 867, 4, 8.33%, 48, 8, 37, 203.85
1614267686, 39, 2345, 2364, 866, 4, 8.33%, 49, 8, 37, 849.14
1614267691, 39, 2365, 2367, 863, 0, 8.33%, 49, 8, 37, 1889.47
1614267696, 39, 2366, 2367, 862, 0, 8.33%, 49, 8, 37, 171.24
1614267706, 39, 2367, 2368, 862, 0, 8.33%, 49, 8, 37, 216.34
1614267717, 39, 2368, 2376, 869, 0, 8.33%, 49, 8, 37, 1273.96
1614267722, 40, 114, 2377, 869, 0, 8.33%, 49, 8, 37, 1497.89
1614267727, 40, 183, 2377, 869, 0, 8.33%, 49, 8, 37, 1158.10
1614267732, 40, 322, 2377, 869, 0, 8.33%, 49, 8, 37, 1623.10
1614267738, 40, 458, 2378, 868, 0, 8.33%, 49, 8, 37, 900.99
